city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount
1,100,5,5,2,0,not acept,not furnished,4500
0,280,4,3,4,0,acept,not furnished,3100
1,120,1,2,2,16,acept,furnished,9000
1,90,3,2,1,5,acept,not furnished,3780
1,500,3,3,5,0,acept,not furnished,8500
1,200,2,2,2,11,acept,furnished,11000
0,290,4,3,1,5,acept,not furnished,2600
1,200,5,6,4,6,acept,not furnished,5000
1,208,4,2,4,0,acept,not furnished,4500
1,220,3,3,2,11,acept,not furnished,9000
1,270,3,4,3,10,acept,not furnished,9500
1,280,4,4,2,5,acept,not furnished,4000
1,200,3,4,3,1,acept,not furnished,8500
1,230,4,5,0,0,acept,furnished,7600
0,47,1,1,1,18,acept,furnished,2700
1,250,3,3,2,7,acept,furnished,5500
1,400,4,5,4,8,acept,furnished,8700
1,220,3,4,2,7,acept,not furnished,3900
1,249,3,3,3,0,acept,not furnished,9000
0,227,3,3,4,0,acept,not furnished,3200
1,33,1,1,1,5,not acept,furnished,1000
1,22,1,1,0,0,not acept,not furnished,976
0,97,1,1,0,12,acept,not furnished,750
1,61,1,1,0,9,not acept,not furnished,1600
1,400,3,6,6,0,acept,furnished,6500
1,280,4,3,3,0,acept,not furnished,8500
0,60,1,1,2,0,acept,not furnished,1660
1,55,2,1,1,0,acept,not furnished,1250
0,100,3,2,8,0,acept,not furnished,2000
1,64,2,2,1,11,acept,not furnished,2169
1,70,2,2,0,24,not acept,furnished,4000
1,250,2,2,1,0,acept,not furnished,4800
1,40,1,1,1,8,not acept,furnished,4800
1,73,2,2,1,13,acept,not furnished,1250
1,140,3,2,2,23,not acept,furnished,5000
1,37,1,1,0,0,not acept,not furnished,900
1,26,1,1,0,11,acept,furnished,2350
1,84,2,2,2,20,not acept,furnished,9600
1,32,1,1,1,4,acept,not furnished,2800
1,200,6,4,2,0,acept,not furnished,5600
1,187,3,4,3,14,acept,not furnished,14000
1,45,1,1,1,13,acept,not furnished,2500
0,100,3,2,3,0,acept,not furnished,2200
1,130,3,2,3,0,acept,not furnished,1850
0,75,2,1,2,1,acept,not furnished,1400
1,123,3,2,2,7,not acept,not furnished,2450
0,100,3,2,2,1,acept,furnished,2200
1,500,3,4,7,0,not acept,not furnished,9300
1,118,3,2,1,4,acept,furnished,6000
1,600,4,3,4,2,acept,not furnished,6400
1,80,2,1,1,19,not acept,not furnished,2200
1,167,3,3,2,0,acept,not furnished,3700
1,600,4,4,4,0,acept,not furnished,6800
1,74,2,1,0,2,not acept,not furnished,2500
1,380,5,7,4,21,acept,not furnished,6000
1,100,2,1,0,0,not acept,not furnished,5000
1,150,5,5,4,3,not acept,furnished,3700
1,65,2,1,1,8,acept,furnished,1700
1,35,1,1,0,1,acept,not furnished,950
1,330,4,6,3,7,acept,not furnished,15000
1,100,2,2,1,0,acept,not furnished,2200
1,156,3,4,3,8,acept,not furnished,4200
1,80,3,2,2,0,acept,not furnished,7000
1,50,2,2,1,9,acept,not furnished,1800
1,40,1,1,1,8,acept,not furnished,1630
1,142,3,4,3,2,acept,not furnished,5100
1,110,3,2,3,7,acept,not furnished,2100
1,70,2,2,1,1,acept,not furnished,1000
1,76,2,2,2,3,acept,furnished,4500
1,59,2,1,1,3,not acept,not furnished,1400
1,100,3,2,0,7,acept,not furnished,2020
0,88,3,2,2,1,acept,furnished,1950
1,37,1,1,1,1,not acept,furnished,2600
1,54,2,1,1,1,acept,not furnished,2597
1,244,3,3,4,16,acept,not furnished,9000
1,158,3,3,2,1,acept,furnished,10900
1,65,2,2,2,18,acept,furnished,4450
1,100,3,2,1,5,not acept,not furnished,1200
1,42,1,1,1,9,acept,furnished,3696
1,60,2,2,1,21,acept,furnished,5550
1,164,4,4,3,22,acept,furnished,6205
1,220,3,2,2,4,acept,not furnished,6400
1,83,1,1,1,15,not acept,furnished,6000
1,41,1,1,0,0,acept,not furnished,1180
1,213,3,4,0,13,acept,furnished,4500
1,43,1,1,0,7,acept,not furnished,2000
1,123,2,1,0,3,acept,not furnished,2850
1,750,4,7,7,0,acept,furnished,15000
1,180,2,2,0,2,not acept,not furnished,2850
1,33,1,1,0,18,acept,furnished,1300
1,75,3,1,1,0,acept,not furnished,2450
1,64,1,1,1,10,acept,furnished,3700
1,500,4,6,3,0,acept,not furnished,7300
1,440,3,4,2,20,acept,not furnished,12750
1,220,2,4,3,26,not acept,not furnished,12960
1,44,1,1,1,6,not acept,not furnished,2000
1,530,5,6,4,2,acept,furnished,15000
1,103,2,3,2,17,acept,furnished,9000
1,22,1,1,0,25,acept,not furnished,2200
1,400,3,4,4,0,acept,not furnished,12000
1,56,1,1,0,9,acept,not furnished,1300
1,39,1,1,0,2,not acept,not furnished,2100
1,220,4,4,0,5,acept,furnished,9500
1,35,1,1,1,0,not acept,not furnished,1249
1,80,2,2,5,0,acept,not furnished,3000
1,192,3,3,3,16,acept,furnished,6500
1,33,1,1,0,2,not acept,not furnished,1350
1,47,3,1,1,9,acept,not furnished,1500
0,83,2,1,8,0,acept,not furnished,4550
0,400,4,6,3,0,acept,not furnished,8000
1,350,5,6,6,10,acept,not furnished,15000
1,40,1,1,0,1,acept,not furnished,950
1,100,2,1,0,7,not acept,not furnished,1659
1,363,3,5,4,10,not acept,not furnished,3072
1,235,3,2,1,0,acept,not furnished,6000
1,147,4,2,0,8,acept,not furnished,2800
1,298,4,5,5,10,acept,not furnished,3200
1,145,3,3,2,7,acept,not furnished,5500
1,268,4,4,0,9,not acept,not furnished,6791
0,73,3,2,2,5,acept,furnished,2000
1,49,1,1,0,11,acept,not furnished,4100
1,103,3,3,0,6,acept,not furnished,6000
1,180,3,3,3,0,acept,not furnished,2400
1,120,3,1,1,0,acept,not furnished,2625
1,180,2,3,3,7,acept,furnished,7600
1,66,1,1,2,1,acept,furnished,2800
1,45,2,1,1,9,acept,not furnished,1950
1,53,2,1,1,8,acept,furnished,1890
1,50,1,1,0,0,acept,not furnished,900
1,67,1,1,1,14,acept,furnished,2600
1,42,1,1,0,1,acept,not furnished,1150
1,90,3,2,2,10,acept,furnished,3100
1,174,3,4,3,6,acept,not furnished,13500
1,240,4,3,3,10,not acept,furnished,15000
1,255,3,4,2,10,acept,furnished,6000
1,82,2,1,1,5,acept,not furnished,3400
0,139,3,5,3,3,acept,furnished,6700
1,110,1,3,2,6,acept,not furnished,8000
0,75,3,2,1,3,acept,not furnished,1200
1,84,3,1,1,17,acept,furnished,2350
1,160,4,3,2,0,acept,not furnished,3800
0,176,3,5,3,3,acept,not furnished,5200
1,170,3,3,2,9,acept,not furnished,4500
1,24,1,1,0,3,acept,not furnished,1500
1,70,2,1,0,0,acept,not furnished,1700
1,107,2,2,1,0,acept,not furnished,2600
1,113,3,2,1,4,acept,not furnished,3000
1,138,3,3,2,0,acept,not furnished,2700
1,124,3,2,3,7,acept,not furnished,6600
0,291,4,3,2,0,acept,not furnished,3300
1,117,2,3,3,15,acept,not furnished,9000
1,450,4,5,4,0,acept,not furnished,6550
1,530,4,6,4,11,acept,not furnished,2569
1,180,3,3,2,11,acept,not furnished,4000
0,87,3,1,1,6,acept,not furnished,1200
1,96,2,2,2,25,not acept,furnished,9000
1,120,3,4,1,10,acept,not furnished,3433
1,63,2,2,1,11,not acept,not furnished,2800
1,126,2,3,1,9,acept,furnished,10000
1,140,3,3,1,15,acept,not furnished,6000
1,100,2,3,2,2,acept,not furnished,5500
0,94,2,2,2,3,acept,not furnished,4000
1,174,3,4,3,15,not acept,not furnished,10400
1,100,3,2,2,0,acept,furnished,3570
1,69,2,2,2,5,acept,not furnished,1900
1,29,1,1,0,18,acept,not furnished,2300
1,180,3,3,1,3,acept,not furnished,3100
1,300,2,3,2,0,acept,not furnished,4900
0,110,3,3,2,0,acept,not furnished,3200
1,230,4,3,3,3,acept,not furnished,7900
1,94,2,1,0,3,acept,not furnished,1200
1,136,3,3,3,15,acept,furnished,7900
1,65,3,2,1,2,acept,not furnished,1960
1,98,3,2,0,0,acept,not furnished,1628
0,560,7,7,8,0,acept,not furnished,9000
1,136,3,2,1,10,not acept,furnished,6500
1,80,2,1,0,1,not acept,not furnished,1200
1,110,3,3,1,11,acept,furnished,3000
1,48,1,1,1,8,not acept,not furnished,2000
1,450,5,4,3,0,acept,not furnished,12000
1,250,4,5,4,2,acept,furnished,15000
1,500,4,5,4,0,not acept,furnished,12750
0,89,3,2,1,7,acept,not furnished,1800
1,400,5,3,6,0,acept,not furnished,13950
1,90,3,2,2,1,acept,not furnished,2730
1,47,2,2,2,6,acept,furnished,2611
1,40,1,1,1,13,acept,not furnished,2990
0,175,3,2,0,0,not acept,not furnished,2000
1,80,2,2,2,4,acept,not furnished,2450
0,63,2,1,1,1,not acept,not furnished,1300
1,40,1,1,0,16,acept,not furnished,1105
1,35,1,1,0,1,not acept,not furnished,1305
1,390,3,3,2,0,acept,not furnished,7680
1,40,1,1,0,1,not acept,not furnished,1300
1,135,3,3,2,14,acept,furnished,2690
1,37,1,1,0,12,not acept,not furnished,2900
1,60,2,2,1,22,not acept,furnished,4000
1,380,4,2,4,0,acept,not furnished,4600
0,55,1,1,1,3,not acept,not furnished,1100
1,140,3,3,2,0,acept,furnished,4900
1,171,3,2,1,13,acept,not furnished,2500
1,45,1,1,1,12,not acept,not furnished,2860
1,300,3,2,4,0,acept,not furnished,2700
0,430,4,5,5,0,acept,not furnished,13000
1,217,3,4,3,1,acept,not furnished,6500
1,58,2,1,1,4,not acept,furnished,2493
1,45,2,1,0,1,not acept,not furnished,1270
1,55,2,1,1,18,acept,not furnished,1990
1,200,2,2,6,0,acept,not furnished,4500
1,59,2,2,1,3,acept,not furnished,2880
1,38,1,1,1,12,acept,furnished,2000
1,65,2,2,1,14,not acept,not furnished,1300
1,170,3,2,1,12,acept,furnished,5500
0,470,4,4,4,15,acept,not furnished,11000
1,340,4,5,5,12,acept,not furnished,10000
0,60,1,1,0,3,acept,not furnished,1300
1,40,2,1,0,11,acept,not furnished,2500
1,160,3,3,2,0,acept,not furnished,4680
1,20,1,1,0,5,acept,furnished,1800
1,45,1,1,0,12,not acept,not furnished,3400
1,52,2,1,0,3,acept,not furnished,1340
0,276,3,4,3,11,acept,not furnished,7000
1,30,1,1,0,0,not acept,not furnished,850
1,51,2,1,1,16,not acept,not furnished,3350
1,230,4,6,4,12,acept,not furnished,3500
1,50,1,1,1,13,acept,not furnished,2300
1,380,4,6,4,7,acept,not furnished,4900
1,120,3,1,4,0,acept,not furnished,3500
1,300,4,3,2,0,acept,furnished,15000
1,198,3,2,2,8,acept,not furnished,3250
1,98,2,2,0,8,acept,not furnished,4500
0,50,1,1,0,3,acept,not furnished,650
1,62,2,2,1,8,acept,not furnished,3600
1,50,2,2,1,4,acept,furnished,3115
1,190,3,2,1,0,acept,furnished,4500
1,80,3,3,0,1,not acept,not furnished,2800
1,235,4,4,4,5,acept,furnished,14900
1,305,3,3,3,8,acept,not furnished,5500
1,42,1,1,0,6,acept,not furnished,1650
1,120,2,2,2,0,acept,not furnished,2690
1,80,3,3,2,0,not acept,furnished,5000
1,300,4,3,3,20,acept,not furnished,12000
1,106,3,2,2,6,acept,not furnished,6900
1,54,1,1,1,2,acept,furnished,4300
1,120,2,3,0,0,acept,not furnished,7000
1,78,3,3,2,10,acept,not furnished,2800
1,70,2,1,0,24,not acept,furnished,3200
1,65,3,2,1,2,acept,not furnished,1840
1,40,1,1,0,9,acept,not furnished,1450
1,277,2,3,4,19,acept,not furnished,13000
1,50,2,1,1,12,acept,not furnished,3700
1,284,3,2,2,9,acept,furnished,6600
1,34,1,1,0,12,acept,furnished,2600
1,42,1,1,1,9,acept,not furnished,3600
1,260,3,4,2,0,acept,not furnished,7609
0,440,4,4,4,0,not acept,not furnished,4000
1,150,3,2,0,3,acept,not furnished,1700
1,198,4,4,3,10,acept,not furnished,4092
0,55,1,1,1,0,acept,furnished,1100
0,43,1,1,1,3,acept,furnished,1900
1,90,2,2,2,16,not acept,furnished,4800
1,600,5,7,5,0,acept,not furnished,5200
1,311,4,4,4,7,acept,furnished,15000
1,57,2,1,1,24,acept,furnished,3500
1,92,3,2,2,0,not acept,not furnished,2200
1,125,3,3,2,1,not acept,not furnished,2999
1,200,4,2,2,0,acept,not furnished,6000
1,129,3,2,2,9,acept,not furnished,2250
1,210,3,4,4,13,acept,not furnished,12000
1,310,3,3,2,0,not acept,not furnished,10400
1,260,4,4,4,0,acept,not furnished,4500
1,500,3,3,7,0,acept,not furnished,5500
1,56,2,2,1,7,acept,furnished,3500
1,100,3,2,2,10,not acept,not furnished,3500
1,140,2,3,2,13,acept,not furnished,6750
1,168,3,4,2,9,acept,not furnished,5500
1,146,3,3,3,11,not acept,not furnished,7000
0,100,2,2,2,5,not acept,furnished,3300
1,61,2,1,1,1,acept,not furnished,1220
1,90,2,1,1,1,acept,not furnished,1600
1,40,1,1,1,8,not acept,not furnished,2800
1,218,4,4,2,1,acept,not furnished,5500
1,42,1,1,1,7,acept,furnished,3000
1,75,3,3,0,12,acept,not furnished,2660
1,54,2,2,1,12,acept,not furnished,1750
0,75,3,1,1,7,not acept,not furnished,1093
1,114,2,2,2,15,acept,furnished,4998
1,36,1,1,0,6,acept,not furnished,2680
1,105,3,2,2,2,acept,not furnished,6500
0,55,1,1,1,10,acept,not furnished,720
0,75,2,1,1,11,acept,not furnished,1100
1,125,3,2,2,0,acept,not furnished,1800
1,111,2,2,2,8,acept,not furnished,7750
1,250,3,3,3,13,acept,not furnished,5850
1,60,2,1,0,6,acept,furnished,1524
1,33,1,1,1,8,acept,furnished,1684
1,100,3,2,1,15,acept,furnished,1800
1,200,3,4,2,0,acept,not furnished,3250
0,144,3,2,3,0,acept,not furnished,4000
0,44,2,1,1,4,acept,furnished,1800
1,174,3,3,2,0,acept,not furnished,4300
1,16,1,1,0,2,acept,not furnished,2700
0,92,3,3,2,11,acept,not furnished,1700
1,195,4,6,3,12,acept,not furnished,8000
1,45,1,1,1,1,not acept,furnished,5520
1,48,2,2,1,0,not acept,not furnished,1900
1,140,2,1,2,0,acept,not furnished,5000
1,67,1,1,0,0,acept,not furnished,1300
1,250,3,2,8,0,acept,not furnished,10000
1,717,5,5,8,16,acept,not furnished,2500
1,178,3,2,1,2,not acept,not furnished,1900
1,220,4,5,3,5,acept,not furnished,7800
1,300,3,6,6,0,not acept,not furnished,5000
1,120,3,2,2,0,acept,not furnished,3800
0,200,5,2,4,0,acept,not furnished,3200
1,100,2,1,1,5,acept,furnished,3800
1,190,3,3,2,10,acept,not furnished,4000
1,55,2,1,2,4,not acept,not furnished,1060
1,55,2,1,1,4,not acept,not furnished,1621
1,135,2,3,3,8,acept,furnished,4200
0,80,3,2,2,17,acept,not furnished,2500
0,74,2,2,2,9,acept,furnished,4920
1,30,1,1,1,8,not acept,furnished,3500
1,136,3,2,1,7,acept,furnished,3500
1,90,3,2,1,10,acept,not furnished,3190
1,55,1,1,1,6,acept,not furnished,1600
1,75,2,1,0,0,acept,not furnished,1500
1,100,2,2,1,0,acept,not furnished,4800
1,20,1,1,0,5,not acept,furnished,1700
1,100,3,1,0,5,acept,not furnished,1617
1,144,2,4,6,0,acept,not furnished,2196
1,120,2,3,2,19,acept,furnished,9920
1,39,1,1,0,8,acept,furnished,2000
1,90,2,2,0,3,not acept,not furnished,1800
1,287,4,4,3,0,acept,not furnished,15000
1,53,2,2,1,7,acept,not furnished,1500
1,30,1,1,1,10,not acept,furnished,4600
1,150,3,2,1,7,acept,furnished,6000
1,41,2,1,0,16,acept,not furnished,1200
1,115,2,1,1,0,acept,not furnished,1750
1,30,1,1,0,0,acept,not furnished,820
0,84,2,2,1,18,acept,not furnished,1854
1,162,3,2,2,7,acept,furnished,8000
1,40,1,1,1,10,acept,not furnished,1430
1,500,4,4,8,12,acept,furnished,15000
1,370,7,6,8,0,acept,not furnished,10000
1,85,1,2,0,2,acept,not furnished,2388
1,100,2,2,1,0,acept,furnished,3500
1,160,4,2,3,0,acept,not furnished,3450
1,85,1,2,1,14,acept,not furnished,2431
1,52,1,1,1,7,acept,not furnished,2000
1,40,1,1,1,0,acept,not furnished,900
0,55,1,1,1,5,not acept,not furnished,750
1,320,3,6,2,12,acept,furnished,4900
1,72,2,2,1,4,acept,not furnished,2100
1,90,2,1,1,2,acept,not furnished,3000
1,200,3,4,1,10,acept,not furnished,1260
1,72,1,2,1,3,acept,not furnished,4600
1,110,3,2,2,6,acept,not furnished,5550
1,49,1,1,1,5,acept,not furnished,1800
1,26,1,1,0,2,not acept,not furnished,2060
1,540,4,5,5,13,acept,not furnished,5100
1,150,2,1,0,0,acept,not furnished,1250
1,65,2,2,1,8,acept,not furnished,3800
1,42,1,1,1,17,not acept,furnished,1900
1,164,3,3,1,1,not acept,not furnished,6300
0,50,2,1,1,7,acept,not furnished,950
1,60,1,1,1,11,not acept,furnished,5440
0,143,3,3,2,6,acept,not furnished,3300
1,214,3,3,3,8,acept,furnished,4750
1,70,2,1,1,12,acept,not furnished,3000
1,53,1,1,0,3,acept,not furnished,1480
1,250,3,3,6,0,acept,not furnished,4250
1,250,3,2,4,0,acept,not furnished,6000
1,83,3,1,1,3,acept,not furnished,2500
1,120,3,3,1,7,acept,not furnished,4575
1,64,1,2,1,4,acept,furnished,3700
0,55,1,1,1,1,not acept,not furnished,2230
1,50,1,1,0,0,acept,not furnished,840
1,200,4,4,3,7,not acept,not furnished,6141
1,100,2,1,2,0,acept,not furnished,3000
1,100,2,3,3,0,acept,furnished,7650
1,37,1,1,1,8,acept,furnished,3000
1,69,2,2,1,21,acept,not furnished,4000
1,275,4,3,3,4,acept,not furnished,5950
1,50,1,1,1,13,acept,not furnished,2180
0,46,2,1,1,3,acept,not furnished,970
1,455,3,2,4,0,acept,not furnished,11000
1,285,4,4,3,16,not acept,not furnished,4500
1,36,1,1,0,6,acept,not furnished,2680
1,62,2,2,2,4,acept,not furnished,1720
1,47,1,1,1,5,not acept,furnished,2800
0,44,2,1,1,3,acept,not furnished,1020
0,43,1,1,1,13,acept,furnished,2000
1,130,3,2,2,0,acept,not furnished,3400
1,600,5,8,0,0,acept,furnished,6900
1,84,3,3,2,15,acept,furnished,8700
1,215,3,4,2,9,not acept,not furnished,7000
1,230,4,5,4,7,acept,not furnished,12500
1,90,2,1,1,0,not acept,not furnished,1450
1,114,3,3,2,4,acept,not furnished,2400
1,170,2,3,3,6,not acept,furnished,5950
1,86,3,1,1,5,acept,furnished,2200
1,350,3,4,4,0,acept,not furnished,3500
1,325,4,5,4,1,acept,furnished,15000
1,200,4,4,3,2,acept,furnished,5000
1,364,4,5,4,2,acept,furnished,5500
1,100,2,1,0,0,acept,not furnished,1800
0,33,1,1,0,11,not acept,not furnished,600
1,70,2,1,1,0,acept,not furnished,2100
1,30,1,1,1,5,not acept,not furnished,2300
1,285,4,4,4,9,acept,not furnished,8000
1,52,2,1,1,6,not acept,not furnished,2264
1,400,4,3,2,0,acept,not furnished,3390
1,102,3,2,2,1,acept,not furnished,2000
1,50,1,1,0,0,not acept,not furnished,1300
1,28,1,1,1,4,not acept,furnished,3076
1,58,1,1,1,2,acept,furnished,2800
1,32,1,1,0,6,acept,not furnished,1600
1,52,2,1,1,3,not acept,not furnished,2400
1,210,5,4,1,0,acept,not furnished,15000
0,244,5,7,4,12,acept,not furnished,8000
1,170,3,4,2,5,not acept,furnished,4600
1,163,3,3,4,7,acept,furnished,9000
1,107,2,1,0,1,acept,not furnished,4950
1,90,3,2,2,1,acept,furnished,2800
1,120,3,4,0,0,acept,not furnished,3200
1,264,4,4,4,9,acept,not furnished,14450
0,47,1,1,1,6,acept,furnished,2700
1,278,4,4,1,6,acept,not furnished,6000
0,56,2,1,1,2,acept,not furnished,1050
1,22,1,1,0,25,acept,not furnished,2100
1,49,1,1,0,4,acept,furnished,3000
1,150,3,4,1,0,acept,not furnished,4250
1,30,1,1,0,3,not acept,not furnished,920
1,200,3,2,2,0,acept,furnished,4700
0,93,3,2,2,4,acept,not furnished,2300
1,73,2,2,1,15,acept,not furnished,1350
1,130,3,2,1,6,acept,not furnished,5500
1,280,3,2,0,7,acept,not furnished,3000
1,37,1,1,1,6,not acept,furnished,2734
1,330,4,3,0,9,acept,not furnished,10000
1,85,2,2,0,0,acept,not furnished,1700
1,49,2,1,1,5,acept,not furnished,1700
1,44,2,1,1,17,acept,not furnished,1481
0,89,3,1,1,5,not acept,not furnished,2050
1,52,1,1,1,15,not acept,furnished,5000
1,70,2,2,2,6,not acept,not furnished,2748
1,78,2,2,1,8,acept,not furnished,1680
1,240,7,3,4,0,acept,not furnished,6000
1,140,3,2,2,13,acept,not furnished,4700
1,300,4,6,4,20,acept,not furnished,12000
1,119,3,2,2,0,acept,not furnished,2860
1,195,4,2,3,15,acept,not furnished,2500
1,95,2,2,0,1,acept,furnished,1550
1,51,1,1,0,11,acept,furnished,4950
1,680,4,5,8,0,acept,not furnished,10000
1,82,3,2,2,5,acept,not furnished,2100
1,198,3,3,1,4,acept,furnished,10000
1,75,2,3,2,10,acept,not furnished,6000
1,320,4,3,4,5,acept,not furnished,5200
1,200,3,3,2,7,acept,not furnished,4000
1,67,2,2,1,14,not acept,not furnished,1350
1,220,4,2,1,2,not acept,not furnished,6000
0,284,4,3,3,4,acept,not furnished,6000
1,80,3,1,1,15,acept,not furnished,2250
1,170,3,3,3,0,acept,not furnished,4200
1,145,3,3,0,1,acept,furnished,3738
1,64,2,2,2,4,acept,furnished,4500
1,390,4,4,4,0,acept,not furnished,8000
0,50,1,1,1,10,not acept,not furnished,1600
1,64,2,2,1,7,not acept,not furnished,6950
1,40,1,1,0,0,not acept,not furnished,850
1,65,2,2,1,0,not acept,not furnished,1850
0,78,2,1,0,1,acept,not furnished,800
1,42,1,1,1,5,acept,not furnished,2100
1,50,1,1,1,0,acept,not furnished,1750
1,49,2,1,1,14,acept,not furnished,1800
1,46,2,1,1,6,acept,not furnished,1434
1,32,1,1,0,7,acept,not furnished,1800
1,360,7,6,6,0,acept,not furnished,5270
1,37,1,1,0,0,not acept,not furnished,1180
1,54,1,1,0,5,acept,not furnished,1500
1,124,3,2,1,4,not acept,furnished,2750
1,114,3,2,2,9,acept,not furnished,3780
0,101,3,2,1,5,acept,not furnished,2800
1,450,5,5,4,0,not acept,not furnished,5740
1,126,2,2,2,8,acept,not furnished,2300
1,54,2,1,1,2,not acept,not furnished,1869
1,48,2,1,1,10,acept,not furnished,1650
1,280,3,5,3,0,acept,not furnished,5700
1,164,3,4,2,13,acept,not furnished,12500
1,113,3,1,1,5,acept,not furnished,3000
1,72,3,2,2,10,acept,not furnished,3500
1,500,4,3,5,0,not acept,furnished,12000
0,140,2,1,1,7,acept,not furnished,2600
1,260,4,5,5,3,acept,not furnished,11000
1,40,1,1,0,0,not acept,not furnished,780
0,62,2,1,1,3,acept,not furnished,650
1,42,1,2,1,6,not acept,not furnished,2500
1,565,4,5,6,0,acept,furnished,14850
1,500,5,5,8,1,acept,not furnished,9800
1,178,3,5,2,8,acept,not furnished,2468
1,30,1,1,0,15,not acept,not furnished,1650
1,250,3,3,2,0,acept,not furnished,9500
1,35,1,1,0,1,not acept,not furnished,1305
1,120,2,3,2,5,acept,furnished,11500
1,190,4,4,2,4,acept,not furnished,3200
1,420,4,6,4,1,not acept,not furnished,14000
1,40,1,1,0,0,not acept,not furnished,1350
1,57,2,1,1,3,acept,not furnished,1300
1,38,1,1,0,19,not acept,not furnished,1000
1,174,3,4,1,0,acept,furnished,5054
0,92,2,3,2,5,not acept,not furnished,4200
0,80,3,1,4,0,acept,not furnished,5500
1,50,1,2,1,3,acept,furnished,2826
1,100,3,2,2,2,acept,not furnished,2000
1,70,2,1,2,7,acept,not furnished,1400
1,210,4,2,2,0,acept,not furnished,8000
1,35,1,1,0,5,not acept,not furnished,1900
1,50,2,3,0,0,not acept,not furnished,1740
1,109,3,2,1,11,not acept,not furnished,4250
1,80,2,3,0,6,acept,not furnished,3300
0,69,2,1,1,2,acept,not furnished,800
1,253,4,5,3,16,acept,not furnished,4100
1,74,2,2,1,9,not acept,furnished,5850
0,210,3,3,0,0,acept,not furnished,3050
1,70,3,2,1,3,acept,not furnished,1290
1,390,3,3,3,1,acept,not furnished,6700
1,30,1,1,0,9,not acept,furnished,1965
1,76,3,2,2,8,acept,furnished,3500
1,128,2,3,1,4,acept,not furnished,4339
1,50,1,1,0,0,not acept,not furnished,1200
1,100,2,2,1,10,acept,furnished,1979
1,237,3,5,3,8,acept,furnished,5500
0,80,2,1,1,3,acept,not furnished,1000
1,108,3,2,2,3,not acept,not furnished,3000
1,50,1,1,0,6,not acept,not furnished,1209
1,70,1,1,0,0,acept,not furnished,1475
1,156,3,3,5,0,not acept,not furnished,4000
1,217,3,4,4,17,acept,furnished,14500
1,82,3,2,2,2,acept,not furnished,1500
1,52,2,1,1,7,acept,not furnished,1200
1,620,4,5,5,8,acept,not furnished,15000
1,320,3,4,4,7,acept,furnished,15000
0,66,2,2,1,2,not acept,furnished,2270
1,200,4,4,4,0,acept,not furnished,4500
1,113,2,2,1,6,acept,not furnished,3000
1,170,4,2,1,3,acept,furnished,5200
1,45,1,1,1,3,acept,not furnished,3200
0,47,1,1,0,2,acept,not furnished,420
1,80,2,1,1,18,not acept,not furnished,1500
1,260,3,5,4,12,acept,not furnished,7000
1,122,3,2,3,11,acept,not furnished,1650
